transaction_amount_usd,latent_v1,latent_v2,latent_v3,latent_v4,device_trust_score,is_fraud
153.13,-0.557,0.17,0.083,-0.787,0.783,0
87.87,1.135,0.329,0.588,-1.651,0.925,0
62.36,-0.145,0.13,-1.144,-1.439,0.724,0
92.19,-0.554,0.063,0.686,0.526,0.963,0
72.07,1.044,-0.132,1.668,-1.087,0.878,0
44.57,-0.7,-2.672,-0.326,1.229,0.782,0
57.71,-0.29,-0.186,-0.336,-0.719,0.704,0
26.14,-0.672,0.728,-0.58,0.161,0.718,0
85.5,-0.752,0.07,-1.652,1.994,0.773,0
17.2,0.737,-0.17,-0.418,-1.337,0.713,0
79.71,2.081,-0.205,-2.267,0.95,0.914,0
7.15,-1.0,0.106,1.405,-0.309,0.741,0
238.4,-0.205,0.935,1.426,-0.137,0.829,0
75.57,-0.903,-0.478,1.057,0.23,0.764,0
39.41,-1.494,0.516,-0.389,1.014,0.869,0
26.79,-0.042,-0.614,-0.541,0.103,0.726,0
61.49,0.516,1.205,-0.244,0.582,0.879,0
62.62,0.014,0.701,1.167,-0.641,0.927,0
116.98,0.43,0.763,-0.648,2.147,0.835,0
49.3,-1.338,1.723,-0.131,-0.945,0.776,0
49.25,0.627,0.728,0.304,-0.716,0.877,0
111.21,-1.745,-0.194,-1.157,1.472,0.763,0
49.65,-0.146,1.59,0.864,-0.521,0.956,0
53.27,1.395,-1.551,0.154,-0.355,0.927,0
48.06,-1.355,0.805,-2.282,-0.725,0.751,0
65.35,2.204,-0.717,-0.798,-0.694,0.936,0
107.96,-0.438,0.317,0.394,-1.441,0.949,0
194.27,-0.119,-0.631,-1.557,0.213,0.85,0
189.55,-2.572,-0.457,-0.894,1.78,0.712,0
113.18,-0.339,-1.614,-0.046,0.635,0.723,0
73.24,-0.459,0.766,0.101,2.025,0.764,0
67.0,-0.2,-0.563,-1.552,0.131,0.891,0
9.52,1.83,-0.129,1.025,-0.192,0.883,0
275.46,0.267,-0.132,1.45,0.632,0.962,0
73.1,0.129,1.117,-1.18,2.132,0.742,0
73.54,0.749,1.294,-1.025,-0.472,0.765,0
5.54,1.015,0.565,-0.44,-0.249,0.797,0
34.36,-1.673,-0.348,0.678,-0.266,0.797,0
135.86,-1.491,1.155,0.367,1.227,0.702,0
11.05,-0.337,1.59,-1.077,-0.287,0.746,0
140.85,0.228,1.248,0.377,-0.178,0.881,0
140.39,-0.008,-0.08,-0.368,0.843,0.911,0
96.12,0.43,-0.544,0.331,-0.562,0.987,0
274.42,0.162,1.41,1.181,0.905,0.702,0
14.18,-0.023,0.896,-0.641,-1.462,0.947,0
227.7,0.272,-0.375,1.784,1.632,0.926,0
26.43,-1.975,0.339,0.314,-0.993,0.731,0
76.76,0.852,0.186,1.493,-1.531,0.79,0
19.73,0.49,0.271,0.425,-0.649,0.978,0
18.55,-1.903,-0.76,1.408,-0.62,0.892,0
299.42,0.184,-1.335,0.818,-0.099,0.703,0
389.67,2.31,-0.373,0.977,-0.388,0.863,0
97.4,-1.285,1.407,0.775,-0.467,0.877,0
42.1,1.728,1.119,0.87,0.558,0.746,0
250.22,1.059,-0.262,-1.815,0.759,0.985,0
14.38,0.393,-1.404,-2.193,0.081,0.726,0
27.63,0.58,-0.745,0.687,0.695,0.981,0
188.28,-2.661,-0.069,0.2,0.748,0.785,0
75.65,0.096,-0.259,1.075,-1.199,0.965,0
63.71,0.76,-0.154,1.18,-0.731,0.925,0
114.99,-1.368,1.303,-1.649,0.374,0.941,0
41.1,0.33,1.791,1.137,0.132,0.836,0
163.8,-1.089,-0.457,-0.115,-3.108,0.839,0
145.42,0.964,0.161,-1.541,0.079,0.738,0
177.35,-0.12,-0.686,-0.39,0.027,0.85,0
47.54,0.604,0.501,-0.281,1.964,0.763,0
164.64,-1.239,-1.365,0.4,0.722,0.785,0
264.82,-0.339,0.493,-0.776,-0.02,0.976,0
77.29,-0.818,-1.004,0.05,0.207,0.822,0
63.89,0.333,2.568,0.918,-1.956,0.721,0
249.99,-0.405,-0.195,-0.321,-1.239,0.914,0
32.02,0.747,-0.112,0.948,-0.657,0.746,0
21.69,-1.551,-0.256,1.638,1.529,0.719,0
643.49,-0.847,3.756,-5.422,5.24,0.244,1
30.68,-0.066,0.515,-0.592,-0.17,0.711,0
99.08,-0.185,0.833,0.581,0.518,0.863,0
31.16,-0.841,1.991,-0.009,-0.196,0.889,0
6.19,1.519,1.209,-0.237,-1.177,0.98,0
188.24,-1.764,-1.047,0.321,-0.148,0.978,0
147.3,-0.937,-0.392,1.717,1.12,0.823,0
105.0,0.807,0.703,1.468,0.012,0.707,0
101.96,-0.783,-0.902,-0.013,0.077,0.969,0
20.11,0.273,-1.396,1.294,-1.353,0.822,0
146.88,1.846,-1.746,1.175,-1.031,0.89,0
48.0,0.753,-1.478,0.202,1.405,0.852,0
282.26,1.151,0.369,-1.66,0.096,0.901,0
223.13,-0.405,0.458,0.184,-1.992,0.866,0
23.31,0.746,-0.778,0.737,0.5,0.971,0
36.33,0.405,0.877,0.924,-1.042,0.969,0
152.94,-0.733,1.477,0.883,0.639,0.918,0
101.01,0.134,-0.379,0.561,-0.026,0.876,0
84.65,0.891,-1.277,-1.095,-1.315,0.959,0
78.61,-0.308,-0.646,0.104,-0.784,0.75,0
170.39,-0.657,0.115,0.888,-1.519,0.797,0
66.19,-0.255,0.695,1.022,-0.525,0.792,0
11.9,-1.102,0.163,-1.003,0.557,0.714,0
153.1,-0.717,-0.32,0.499,0.635,0.898,0
210.86,-1.087,-0.031,-0.174,-0.421,0.725,0
70.18,-0.035,-0.3,-0.457,-1.116,0.896,0
41.74,0.115,1.812,1.862,1.23,0.707,0
12.11,-1.282,1.411,-0.126,-0.278,0.738,0
215.86,-0.42,-0.351,0.399,2.3,0.867,0
53.67,1.509,-0.178,-0.498,-1.347,0.978,0
22.91,-0.908,-0.607,-0.103,-0.03,0.918,0
139.95,0.239,-0.044,1.143,0.84,0.756,0
159.42,1.106,0.835,-0.246,-1.917,0.728,0
21.16,0.095,-0.692,0.717,0.216,0.857,0
30.66,1.715,-0.153,-0.008,-0.343,0.794,0
7.62,0.072,1.54,1.056,-0.576,0.83,0
5.3,0.412,0.43,-0.096,-1.245,0.712,0
42.21,-0.897,0.788,0.019,-1.033,0.856,0
100.75,0.792,1.048,-0.436,0.544,0.865,0
42.95,-0.068,0.527,-0.07,1.818,0.829,0
68.55,0.553,-0.282,0.592,0.578,0.826,0
11.27,-1.019,1.486,0.327,0.432,0.742,0
83.25,0.633,1.785,-1.556,0.08,0.768,0
129.19,0.732,0.045,-0.713,-2.51,0.759,0
13.88,1.314,0.339,-0.53,-1.571,0.861,0
207.71,-0.394,-0.541,1.243,1.391,0.811,0
58.67,-0.213,0.226,0.072,-1.574,0.819,0
77.61,-0.749,-1.022,-1.075,-2.183,0.933,0
66.15,-0.165,-1.008,1.41,0.839,0.887,0
15.79,1.079,-0.904,0.122,-0.388,0.859,0
19.35,0.432,0.044,-0.816,2.101,0.94,0
25.34,0.807,-2.491,0.829,0.009,0.785,0
9.94,0.583,-2.283,0.032,0.431,0.83,0
79.48,0.443,-0.484,0.485,0.867,0.891,0
54.42,1.322,0.788,-0.357,-0.555,0.756,0
161.42,-0.524,1.915,0.548,0.824,0.965,0
11.79,1.877,0.083,-0.632,-1.07,0.822,0
139.42,-2.954,-2.662,-1.475,-0.376,0.968,0
37.51,-1.137,0.218,0.884,-0.144,0.989,0
43.17,-0.465,-0.867,1.146,-1.37,0.844,0
129.36,-1.039,0.841,0.508,0.416,0.874,0
228.25,0.459,1.361,0.203,0.82,0.851,0
42.44,2.523,-1.787,2.0,0.721,0.847,0
30.23,0.402,0.911,-0.435,0.696,0.885,0
111.45,1.193,-0.446,0.685,2.3,0.883,0
20.55,-1.115,1.255,-1.977,-0.568,0.837,0
87.6,-0.061,1.246,-0.139,-2.032,0.9,0
41.19,1.471,-2.007,-0.949,-0.672,0.741,0
41.96,0.106,-0.573,-0.429,-1.133,0.778,0
89.6,0.382,1.003,1.991,0.5,0.709,0
16.14,0.226,-1.69,1.473,0.143,0.715,0
11.71,0.309,0.395,0.114,0.008,0.955,0
36.54,-1.5,-1.522,-0.847,1.249,0.743,0
121.86,-0.801,-0.079,0.4,1.361,0.842,0
100.1,2.202,0.08,0.302,0.979,0.891,0
85.88,-1.286,0.122,1.255,-1.068,0.823,0
49.29,-0.122,2.022,-1.508,-1.166,0.75,0
39.58,-1.174,-2.039,-0.528,1.96,0.931,0
91.78,-0.605,-0.843,0.521,0.084,0.917,0
62.54,-0.805,-0.943,0.852,0.717,0.853,0
15.96,-1.794,0.298,-0.468,-0.246,0.976,0
155.7,-1.14,1.195,0.262,0.994,0.946,0
58.85,-1.868,0.006,1.195,-1.981,0.975,0
82.91,-0.384,0.995,1.005,-0.618,0.974,0
122.17,-0.387,-1.161,0.318,0.202,0.99,0
65.91,-0.857,-1.429,0.444,-0.198,0.789,0
26.67,0.919,0.861,0.663,-0.041,0.759,0
212.96,-0.682,1.322,-0.323,0.271,0.738,0
230.96,-0.851,-0.238,-2.666,-0.629,0.856,0
26.8,-0.596,-0.302,2.13,-1.021,0.97,0
119.2,-0.95,1.103,1.646,1.199,0.786,0
419.9,-0.954,-0.703,-2.027,-0.182,0.968,0
54.3,1.763,-1.259,0.138,-0.226,0.923,0
59.61,0.096,0.55,0.474,0.218,0.893,0
53.05,-0.034,0.531,0.254,-2.112,0.911,0
5.06,-1.042,0.114,-0.85,0.403,0.847,0
13.36,-1.707,0.836,0.451,0.498,0.99,0
30.31,-0.091,-0.697,1.578,1.666,0.713,0
54.73,-1.728,0.225,-0.668,-0.48,0.734,0
184.5,0.964,-0.962,1.919,-1.017,0.969,0
163.25,-2.047,-0.658,0.357,0.137,0.727,0
129.21,-0.501,-1.24,0.129,1.057,0.72,0
65.3,0.146,1.464,-0.204,-1.237,0.968,0
96.25,0.867,0.697,0.166,-0.834,0.809,0
17.74,0.615,-0.651,-0.491,-0.885,0.783,0
9.24,1.561,-0.222,0.672,1.58,0.907,0
27.23,-0.093,1.406,-0.792,0.214,0.759,0
131.17,-0.208,-0.141,1.094,2.218,0.876,0
86.87,-4.186,0.133,0.064,0.801,0.879,0
31.4,-2.085,1.027,-1.648,1.225,0.908,0
6.75,1.175,-0.334,0.438,-0.003,0.719,0
11.17,-1.479,0.563,1.187,-0.322,0.758,0
112.99,0.918,0.01,-0.015,0.469,0.87,0
121.43,-1.082,-0.718,-0.072,0.496,0.7,0
159.57,-1.162,0.349,0.889,-0.5,0.828,0
95.3,0.202,-2.089,-0.317,-0.149,0.74,0
34.19,-0.517,0.634,-1.918,-1.86,0.812,0
8.9,-0.783,0.063,0.62,0.979,0.802,0
93.54,-0.771,-0.877,1.011,-0.633,0.761,0
75.32,-0.644,-0.897,0.683,-1.247,0.853,0
113.6,-0.728,0.341,-0.814,-1.062,0.917,0
88.57,0.381,-1.229,-0.816,1.529,0.771,0
101.58,-0.713,0.187,-0.144,2.089,0.918,0
22.99,0.297,-1.66,-2.393,-0.385,0.916,0
75.71,-0.783,0.475,-0.29,1.727,0.71,0
27.71,-0.04,-0.44,0.17,0.193,0.845,0
144.87,0.43,-1.654,-1.155,-0.376,0.721,0
74.44,0.284,-0.523,1.698,-0.207,0.783,0
220.5,-0.093,0.546,0.138,-0.522,0.785,0
239.62,0.583,1.148,0.992,-1.062,0.784,0
8.26,-3.029,2.258,0.525,0.377,0.803,0
55.73,-2.003,-0.337,0.153,1.685,0.965,0
94.31,-0.533,-0.458,-1.473,-1.228,0.818,0
22.24,-1.664,-0.811,-0.039,-2.403,0.874,0
79.45,1.033,0.392,0.326,0.531,0.723,0
281.4,0.086,0.182,-1.661,0.116,0.919,0
183.72,1.148,1.469,-0.525,-1.134,0.91,0
6.45,1.256,0.665,-0.573,-0.223,0.938,0
18.0,1.437,-0.896,0.293,0.256,0.854,0
59.91,0.209,1.157,-1.618,1.927,0.808,0
60.67,-1.422,-1.229,-0.773,-1.29,0.871,0
210.62,0.511,0.43,-0.245,-1.559,0.812,0
45.89,-1.092,1.693,-1.496,1.478,0.79,0
42.02,0.422,1.267,-1.624,-0.09,0.895,0
115.24,-1.545,-0.205,-1.609,0.374,0.973,0
89.26,-0.955,-0.699,0.988,1.031,0.873,0
85.98,-1.649,1.224,-0.034,0.727,0.706,0
41.4,-0.338,-0.915,-0.285,0.065,0.952,0
85.1,-1.038,-1.125,-1.63,-0.222,0.701,0
7.29,-0.875,-0.331,0.025,-1.783,0.752,0
9.07,-0.556,0.363,0.069,-0.374,0.704,0
53.72,-0.996,-1.165,2.687,0.629,0.893,0
140.76,1.393,0.573,-2.105,-0.838,0.939,0
175.41,0.131,-1.116,-0.561,0.248,0.97,0
67.41,-1.075,0.486,-0.573,-0.356,0.777,0
62.63,0.127,1.258,-1.216,1.858,0.985,0
133.61,-0.648,0.589,-1.323,2.159,0.866,0
17.17,-0.536,-0.05,0.112,-0.326,0.976,0
726.06,-4.52,4.115,-4.883,4.353,0.387,1
108.81,0.562,0.132,-0.257,-1.533,0.951,0
73.21,-0.767,-0.668,1.305,1.632,0.868,0
59.66,0.417,0.923,-0.352,0.258,0.714,0
7.46,0.426,-0.9,1.653,-0.039,0.756,0
43.86,0.562,0.256,-0.976,0.14,0.762,0
167.49,0.374,0.005,-0.22,-0.96,0.796,0
66.71,1.438,1.187,-1.025,-1.439,0.831,0
165.86,0.06,0.024,-1.314,0.785,0.851,0
318.49,-2.269,0.504,0.378,-0.094,0.908,0
103.78,0.336,-1.512,-1.265,-0.698,0.96,0
46.07,0.329,-0.166,0.629,-0.775,0.889,0
220.2,0.523,0.846,-0.048,-1.991,0.974,0
7.0,-0.659,0.782,-0.565,-0.664,0.717,0
415.19,0.062,1.093,0.458,1.741,0.935,0
163.34,-0.234,-1.551,0.147,0.042,0.898,0
198.73,0.269,1.136,-0.261,0.839,0.81,0
134.07,-0.408,-0.768,-1.357,1.844,0.973,0
275.49,3.185,0.21,-0.331,1.738,0.755,0
121.81,-0.878,0.819,0.383,1.122,0.769,0
94.73,-0.774,-0.878,0.217,-0.123,0.769,0
15.6,0.674,-0.181,-0.681,-1.305,0.913,0
35.57,-0.668,1.814,0.63,-0.816,0.708,0
34.39,-0.613,-2.109,-0.44,1.949,0.872,0
81.99,0.609,-0.178,0.098,0.545,0.721,0
62.42,-0.072,-1.353,0.595,-0.909,0.723,0
1428.84,-2.645,2.256,-5.0,4.285,0.424,1
46.83,0.448,-0.422,-0.59,-0.661,0.724,0
19.47,-0.805,2.097,-0.631,1.092,0.981,0
9.35,0.164,-0.355,0.194,0.255,0.842,0
31.71,0.006,-0.329,-2.123,-0.332,0.868,0
115.92,-1.053,0.893,-1.107,0.269,0.735,0
135.99,1.042,0.754,-0.775,-0.29,0.783,0
22.02,0.65,-0.013,1.029,-1.581,0.959,0
89.53,0.101,-1.363,-1.05,0.909,0.749,0
32.24,-0.339,-0.253,1.186,-1.745,0.951,0
292.64,0.576,1.461,0.945,2.324,0.945,0
38.11,-0.086,-0.519,-2.22,-0.465,0.801,0
81.86,2.098,0.41,-1.105,0.229,0.775,0
161.32,-0.624,1.974,-0.34,-0.144,0.84,0
151.61,0.765,-0.472,-0.698,0.381,0.887,0
18.98,-0.918,0.398,1.235,-1.993,0.715,0
124.89,-4.117,0.673,-5.152,4.371,0.189,1
59.9,0.899,-1.46,0.836,-0.747,0.846,0
90.62,-1.901,7.72,-5.292,2.077,0.13,1
78.23,0.744,0.444,1.355,1.054,0.876,0
364.77,-0.887,-0.907,-0.041,-1.077,0.728,0
31.77,0.593,-0.022,0.995,-0.302,0.954,0
1134.56,-5.254,5.188,-4.949,3.522,0.245,1
6.89,-0.27,0.517,0.74,-0.37,0.832,0
97.48,0.018,-1.622,-0.104,-0.204,0.959,0
60.59,1.679,1.108,-0.103,0.197,0.81,0
102.41,0.785,-0.888,1.143,-0.134,0.781,0
24.37,-0.499,0.953,1.339,-0.402,0.884,0
54.55,0.819,-0.775,0.36,-0.412,0.823,0
22.49,-1.371,-0.481,-0.387,-0.54,0.952,0
14.52,0.911,0.404,-0.639,0.323,0.802,0
116.9,-1.314,-1.085,0.377,1.49,0.912,0
94.79,-2.199,-0.833,-1.118,0.559,0.83,0
63.33,0.76,1.168,2.009,0.165,0.707,0
132.41,0.619,-1.141,-1.642,1.244,0.928,0
88.62,-0.256,2.37,0.313,-0.754,0.772,0
55.84,-0.942,-0.387,1.55,-0.066,0.744,0
17.06,1.084,-0.1,-1.026,0.546,0.795,0
17.43,2.032,0.605,-0.82,0.732,0.797,0
50.18,1.092,0.295,-0.197,-1.665,0.918,0
12.77,-1.166,0.042,1.55,0.227,0.769,0
165.96,-1.051,-0.562,1.055,-0.097,0.72,0
38.73,-1.271,1.367,-0.208,-0.532,0.938,0
297.67,0.08,-0.53,0.313,-0.685,0.702,0
6.26,0.124,-0.053,1.855,1.91,0.831,0
224.83,0.803,0.771,-0.47,-1.65,0.841,0
35.19,-0.505,-0.544,-0.805,-0.848,0.832,0
65.56,0.588,-0.276,1.441,0.266,0.968,0
20.14,-1.733,-1.872,-1.142,0.265,0.849,0
30.72,0.702,-0.528,-0.888,-2.151,0.944,0
12.81,1.51,1.827,1.22,-0.277,0.973,0
58.22,0.147,-3.116,0.918,1.219,0.765,0
10.61,1.072,0.452,0.958,-1.413,0.731,0
302.86,-0.094,-0.669,1.451,0.184,0.735,0
54.41,-1.059,-1.129,0.745,0.598,0.961,0
88.8,-0.806,-1.844,0.683,-0.056,0.939,0
201.65,0.833,0.426,-0.074,0.206,0.828,0
138.43,0.737,0.309,-1.675,-1.314,0.709,0
57.81,-0.95,1.071,-1.495,-0.199,0.924,0
10.31,-0.874,1.483,2.518,-0.311,0.912,0
95.48,0.899,0.791,-1.773,1.176,0.771,0
203.22,-0.078,0.258,-0.254,-0.355,0.894,0
21.14,-0.162,-0.793,0.098,0.043,0.748,0
16.62,0.506,-0.03,0.617,-0.273,0.913,0
309.89,-0.201,0.278,0.387,1.212,0.977,0
278.67,1.048,-0.044,-1.41,0.684,0.707,0
26.44,0.528,0.217,0.773,-0.369,0.815,0
36.33,-2.897,0.444,-0.066,0.861,0.78,0
162.14,-0.825,-0.788,1.915,-0.151,0.947,0
20.97,-1.586,-0.397,-0.857,-1.066,0.87,0
6.42,-1.255,-0.366,0.08,0.452,0.952,0
23.51,-0.352,1.281,0.544,-0.671,0.921,0
471.97,-0.495,0.392,-0.525,-1.93,0.737,0
136.86,0.68,0.041,0.646,2.519,0.721,0
18.75,1.282,-0.351,0.423,0.118,0.769,0
71.9,1.054,-2.305,-0.017,-1.757,0.881,0
12.2,0.869,1.022,-0.193,0.991,0.718,0
57.61,0.373,-0.917,-0.133,-0.479,0.724,0
5.29,-1.55,0.33,0.144,1.151,0.722,0
12.87,-1.868,-0.713,1.128,0.53,0.912,0
86.27,-0.764,-0.864,0.856,0.634,0.734,0
22.63,-0.971,1.578,2.026,1.117,0.925,0
144.27,0.331,-1.763,-0.476,0.82,0.747,0
11.18,-0.847,0.155,1.157,1.173,0.878,0
182.82,0.798,-0.241,1.703,-1.591,0.709,0
76.23,0.682,-0.339,2.418,0.916,0.974,0
127.8,-0.999,-2.666,-1.138,0.561,0.726,0
36.69,-0.723,0.83,-0.331,-0.435,0.897,0
85.9,-1.114,1.178,-0.11,0.918,0.849,0
257.63,0.062,0.668,-1.096,-1.143,0.862,0
83.96,0.992,-0.156,-1.639,-0.53,0.702,0
304.69,0.41,1.151,0.428,0.456,0.97,0
46.47,-0.909,0.124,-0.229,1.445,0.844,0
53.58,0.249,-1.854,0.741,-0.132,0.91,0
34.1,-0.744,0.809,0.187,-0.41,0.788,0
26.26,0.88,1.153,0.695,-0.029,0.897,0
195.3,-0.602,-0.916,-0.314,-0.635,0.982,0
284.9,0.13,1.606,0.28,1.469,0.701,0
64.18,-1.515,0.64,-0.656,-0.861,0.881,0
18.42,-0.578,1.647,1.119,-0.534,0.847,0
45.41,-0.31,0.89,0.013,1.151,0.76,0
85.65,-0.747,-0.454,-0.168,-0.27,0.914,0
159.71,-0.421,0.663,-1.171,0.699,0.881,0
190.49,0.526,0.657,1.048,0.742,0.988,0
129.99,1.208,-1.573,0.132,-0.046,0.961,0
76.27,0.129,0.089,0.467,-1.507,0.84,0
130.51,1.477,-0.855,-0.912,-0.228,0.731,0
15.77,0.036,-0.508,-0.805,0.371,0.877,0
82.41,-0.293,-1.079,-0.263,1.711,0.883,0
164.14,-0.467,0.912,2.263,-0.143,0.721,0
252.78,-1.97,-1.026,0.063,-0.156,0.812,0
127.91,-0.174,-0.647,0.779,-0.86,0.766,0
57.05,-0.529,1.663,1.776,0.674,0.954,0
191.52,0.441,-0.629,0.199,0.166,0.968,0
65.49,-0.943,2.562,1.625,-0.812,0.709,0
27.86,0.108,-0.599,0.636,-0.089,0.824,0
41.63,1.326,-0.219,-0.228,0.669,0.834,0
199.31,-2.166,-0.803,-2.144,-1.4,0.919,0
228.58,1.275,-0.033,-0.878,1.203,0.87,0
98.42,-0.067,-0.308,-1.192,-0.79,0.761,0
48.65,-0.335,-0.282,1.274,-1.619,0.742,0
8.86,0.172,-1.361,-1.956,-0.494,0.942,0
64.76,-0.269,-0.538,-0.702,-0.518,0.844,0
60.82,0.802,-2.454,-0.415,-0.289,0.865,0
234.25,0.422,-0.746,-1.758,-0.53,0.947,0
56.83,-1.428,2.089,0.173,-0.761,0.821,0
12.71,-0.068,0.013,0.638,-0.661,0.711,0
93.43,1.647,-1.808,2.145,-0.884,0.817,0
18.66,0.216,-0.363,0.597,-0.449,0.915,0
9.31,-0.644,-0.925,1.26,0.384,0.717,0
29.41,-1.157,-0.452,-1.324,2.726,0.792,0
66.84,-1.36,-1.25,0.293,-1.698,0.829,0
23.58,-0.083,-0.554,-0.415,-1.435,0.796,0
70.64,-0.165,1.78,-0.366,-1.399,0.713,0
38.75,0.184,0.168,0.962,-0.502,0.773,0
28.8,-0.657,0.287,-1.384,-0.945,0.946,0
66.42,-0.884,0.349,-0.208,0.504,0.905,0
267.89,2.553,2.93,-0.263,-0.917,0.947,0
17.34,0.242,0.604,1.321,-2.245,0.744,0
25.85,-0.807,-1.497,-0.225,0.705,0.852,0
20.03,0.42,1.643,0.635,-0.085,0.958,0
96.58,0.121,0.787,-0.332,1.2,0.725,0
441.99,-0.51,-0.686,-0.468,-0.97,0.784,0
83.12,-0.433,0.324,0.012,-0.042,0.953,0
21.49,-1.003,-0.479,-0.258,0.456,0.829,0
196.36,0.734,0.09,-0.071,0.784,0.869,0
27.25,-0.686,1.039,-0.658,-0.31,0.862,0
28.87,-0.418,-0.537,0.027,-1.67,0.812,0
11.67,1.465,0.183,0.396,0.062,0.729,0
151.3,3.41,0.899,-2.033,0.222,0.794,0
89.94,0.105,-0.538,-0.855,1.336,0.763,0
25.4,-0.901,-1.088,-0.546,-0.596,0.843,0
18.69,-2.53,0.102,0.976,-0.531,0.94,0
380.16,0.354,-0.253,2.352,0.973,0.96,0
247.95,-0.866,1.292,2.411,-0.217,0.94,0
96.19,-1.119,-1.834,0.16,-0.822,0.953,0
51.43,0.565,0.558,-0.129,-0.644,0.9,0
51.65,2.256,1.079,-0.281,-1.113,0.708,0
18.78,2.721,0.453,0.432,-0.598,0.808,0
220.38,-1.055,-0.339,0.403,1.533,0.812,0
42.4,-0.427,-0.936,0.003,-0.492,0.96,0
139.84,-1.354,-0.209,-0.799,1.138,0.773,0
19.95,-0.908,-0.03,-0.152,1.482,0.83,0
5.16,-0.03,1.345,1.538,-0.354,0.718,0
43.83,-1.228,2.359,-0.569,-0.902,0.787,0
415.1,-1.061,-0.625,-0.304,1.243,0.829,0
72.66,1.588,1.678,-0.62,-0.911,0.75,0
128.85,1.498,0.491,-0.754,0.292,0.787,0
65.16,-0.987,-0.658,0.379,0.566,0.8,0
128.1,-1.482,-0.847,-0.706,-0.802,0.973,0
61.62,-0.412,0.501,0.97,-0.011,0.718,0
215.98,-1.137,-0.279,1.02,0.63,0.714,0
375.43,-1.067,1.177,-0.331,-1.073,0.764,0
62.93,0.65,1.145,-1.001,-0.168,0.978,0
31.79,0.872,-1.331,-1.221,-0.237,0.869,0
6.48,-0.105,-1.33,-1.615,-1.318,0.941,0
100.53,-0.089,0.711,-0.608,-0.367,0.895,0
161.7,0.177,-0.147,-1.158,0.086,0.886,0
67.4,-0.079,-0.37,0.282,1.448,0.782,0
229.4,-0.785,-0.833,0.781,-0.288,0.847,0
102.43,0.488,-0.554,-0.822,0.764,0.794,0
110.26,-0.735,-0.659,0.677,0.362,0.722,0
55.19,1.608,0.978,-1.995,0.857,0.728,0
36.1,0.766,0.351,0.089,-0.899,0.786,0
98.55,0.774,0.09,-0.036,-0.551,0.756,0
70.41,1.235,-0.403,-0.69,-0.197,0.936,0
49.22,-1.733,-0.074,1.583,0.068,0.963,0
304.57,0.188,-0.028,-0.649,0.54,0.715,0
224.06,-0.192,0.141,0.549,0.442,0.963,0
71.69,1.012,0.785,1.055,1.356,0.859,0
60.45,0.156,-0.243,0.169,-1.476,0.728,0
87.08,0.073,0.145,-0.593,-1.804,0.844,0
402.78,0.192,-0.422,-0.657,-0.215,0.971,0
80.76,-0.81,0.791,0.654,0.521,0.825,0
77.13,1.951,-0.654,0.242,0.044,0.975,0
156.85,-1.338,0.529,0.864,0.422,0.733,0
215.98,-1.477,-1.24,-0.697,1.273,0.977,0
455.23,0.096,-2.001,2.064,1.5,0.809,0
20.43,-0.286,0.523,0.199,-0.681,0.722,0
11.17,1.311,1.744,-0.049,-0.574,0.826,0
72.25,-0.894,0.979,1.392,-0.32,0.968,0
193.65,2.28,-2.445,1.095,0.086,0.944,0
36.73,-0.39,-1.087,0.115,-0.054,0.777,0
21.99,-0.413,-1.626,-1.691,0.933,0.844,0
23.84,-1.869,1.506,-0.27,1.118,0.829,0
81.24,-0.681,0.872,-0.633,0.29,0.938,0
382.57,0.103,-2.343,0.944,-0.137,0.703,0
95.08,-1.194,1.547,-0.703,-0.758,0.932,0
10.81,-1.801,0.595,0.042,-1.738,0.96,0
86.82,0.462,1.325,-0.604,1.768,0.969,0
64.25,1.278,2.65,-1.081,-0.739,0.721,0
112.65,-0.802,-1.525,0.126,0.795,0.728,0
141.64,0.352,-1.63,-1.606,0.061,0.734,0
25.17,-0.278,-0.498,0.149,1.101,0.893,0
19.45,0.083,-1.783,-0.656,0.01,0.832,0
89.25,-0.61,0.413,-0.113,-1.262,0.989,0
42.41,-1.735,-1.861,0.85,-1.03,0.838,0
85.43,0.771,-1.162,0.19,1.413,0.798,0
329.05,-0.35,-1.086,-0.372,-0.216,0.986,0
126.89,-0.986,1.653,0.019,1.28,0.89,0
82.26,-1.259,0.645,-0.504,-0.142,0.87,0
57.26,-0.735,0.653,-1.286,-0.254,0.878,0
165.15,-0.942,-0.715,0.163,-0.017,0.82,0
23.87,-0.146,0.568,1.013,0.671,0.945,0
151.36,0.477,0.957,1.692,-0.973,0.943,0
41.7,-0.995,-1.296,-0.642,0.074,0.926,0
17.71,-0.284,-0.345,-1.669,0.599,0.807,0
233.06,0.149,0.147,1.051,0.223,0.926,0
265.33,-1.335,1.908,1.289,0.05,0.969,0
116.2,-0.771,1.115,1.011,-0.086,0.928,0
102.99,0.227,-1.031,0.686,0.056,0.901,0
34.59,0.237,-0.23,2.072,-0.545,0.864,0
14.66,-0.155,-0.559,1.409,-1.122,0.883,0
300.11,-0.011,1.155,2.054,0.0,0.733,0
780.21,0.888,0.041,0.079,0.451,0.73,0
77.4,1.331,0.449,-0.047,-0.626,0.968,0
408.27,0.292,-0.243,0.182,-0.189,0.78,0
277.81,-0.831,1.61,-0.944,-0.781,0.897,0
197.22,0.661,0.503,-0.753,0.67,0.93,0
38.04,-0.998,-0.793,-0.765,0.31,0.977,0
